City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
86,Cap Malheureux,MU,2020-02-23 20:23:40,-19.98,57.61,77.0,88,40,3.36,scattered clouds,0.0,0.0
87,Shelopugino,RU,2020-02-23 20:23:41,51.65,117.56,1.15,95,0,2.26,clear sky,0.0,0.0
88,Piet Retief,ZA,2020-02-23 20:23:41,-27.01,30.81,52.56,96,99,5.61,light rain,0.13,0.0
89,Portland,US,2020-02-23 20:20:21,45.52,-122.68,52.0,70,40,17.22,moderate rain,0.0,0.0
90,East London,ZA,2020-02-23 20:23:41,-33.02,27.91,66.15,60,73,4.21,broken clouds,0.0,0.0
91,Castro,BR,2020-02-23 20:23:41,-24.79,-50.01,67.93,78,90,2.66,overcast clouds,0.0,0.0
92,Lavrentiya,RU,2020-02-23 20:23:42,65.58,-171.0,-7.56,75,0,5.14,clear sky,0.0,0.0
93,Sibolga,ID,2020-02-23 20:23:42,1.74,98.78,70.74,89,0,4.03,clear sky,0.0,0.0
94,Kununurra,AU,2020-02-23 20:23:42,-15.77,128.73,77.0,88,78,3.36,broken clouds,0.0,0.0
95,Parga,GR,2020-02-23 20:23:43,39.28,20.4,50.0,76,46,1.99,scattered clouds,0.0,0.0
96,Barrow,US,2020-02-23 20:19:46,71.29,-156.79,-27.4,74,1,12.75,clear sky,0.0,0.0
97,Matay,EG,2020-02-23 20:23:43,28.42,30.78,48.34,67,51,4.68,broken clouds,0.0,0.0
98,Atuona,PF,2020-02-23 20:23:43,-9.8,-139.03,81.61,76,8,13.73,clear sky,0.0,0.0
99,Rio Grande,BR,2020-02-23 20:23:21,-32.03,-52.1,77.0,50,20,16.11,few clouds,0.0,0.0
100,Schattdorf,CH,2020-02-23 20:23:44,46.87,8.65,64.4,36,20,13.87,few clouds,0.0,0.0
101,Hithadhoo,MV,2020-02-23 20:23:44,-0.6,73.08,83.41,76,92,13.69,overcast clouds,0.0,0.0
102,Salalah,OM,2020-02-23 20:23:44,17.02,54.09,75.2,78,0,3.36,clear sky,0.0,0.0
103,Pithora,IN,2020-02-23 20:23:44,21.27,82.52,67.73,71,29,5.53,light rain,1.25,0.0
104,Albany,US,2020-02-23 20:23:44,42.6,-73.97,52.0,29,75,6.93,broken clouds,0.0,0.0
105,Dahanu,IN,2020-02-23 20:23:45,19.97,72.73,77.41,67,0,15.14,clear sky,0.0,0.0
106,Victoria,HK,2020-02-23 20:20:11,22.29,114.16,68.0,63,20,14.99,few clouds,0.0,0.0
107,Xining,CN,2020-02-23 20:23:45,36.62,101.77,27.03,48,0,1.79,clear sky,0.0,0.0
108,Ventspils,LV,2020-02-23 20:23:45,57.39,21.56,41.0,100,75,13.87,broken clouds,0.0,0.0
109,Souillac,MU,2020-02-23 20:23:46,-20.52,57.52,77.0,88,40,3.36,scattered clouds,0.0,0.0
110,Akita,JP,2020-02-23 20:23:46,39.72,140.12,43.12,63,100,25.03,light rain,0.25,0.0
111,Pochutla,MX,2020-02-23 20:23:46,15.74,-96.47,87.8,62,40,11.41,scattered clouds,0.0,0.0
112,Sao Filipe,CV,2020-02-23 20:23:46,14.9,-24.5,68.41,83,23,16.4,few clouds,0.0,0.0
113,Luderitz,NA,2020-02-23 20:23:47,-26.65,15.16,71.46,57,0,24.92,clear sky,0.0,0.0
114,Vostok,RU,2020-02-23 20:23:47,46.49,135.88,5.68,92,100,3.89,overcast clouds,0.0,0.0
115,Camacha,PT,2020-02-23 20:23:47,33.08,-16.33,68.0,82,20,23.04,few clouds,0.0,0.0
116,Roald,NO,2020-02-23 20:23:48,62.58,6.13,37.4,64,75,10.29,broken clouds,0.0,0.0
117,Goderich,CA,2020-02-23 20:19:31,43.75,-81.72,46.0,59,17,4.0,few clouds,0.0,0.0
118,Tautira,PF,2020-02-23 20:23:48,-17.73,-149.15,87.8,62,20,14.99,few clouds,0.0,0.0
119,Ostrovnoy,RU,2020-02-23 20:23:48,68.05,39.51,29.05,95,100,15.93,light snow,0.0,0.44
120,Puerto Ayora,EC,2020-02-23 20:23:49,-0.74,-90.35,84.2,74,20,10.29,few clouds,0.0,0.0
121,Roma,US,2020-02-23 20:22:40,43.21,-75.46,50.0,33,1,4.7,clear sky,0.0,0.0
122,Chuy,UY,2020-02-23 20:23:49,-33.7,-53.46,71.87,61,23,10.29,few clouds,0.0,0.0
123,Ola,RU,2020-02-23 20:23:49,59.58,151.28,-8.52,91,47,6.35,scattered clouds,0.0,0.0
124,Putnok,HU,2020-02-23 20:23:50,48.3,20.43,47.14,85,100,19.46,light rain,2.0,0.0
125,Zhigansk,RU,2020-02-23 20:23:50,66.77,123.37,-12.48,97,99,11.03,overcast clouds,0.0,0.0
126,Nacala,MZ,2020-02-23 20:23:50,-14.54,40.67,76.6,97,54,4.41,light rain,1.38,0.0
127,Tumut,AU,2020-02-23 20:23:50,-35.3,148.22,62.42,87,45,1.92,scattered clouds,0.0,0.0
128,Biltine,TD,2020-02-23 20:23:50,14.53,20.92,69.49,17,0,11.99,clear sky,0.0,0.0
129,Puerto Escondido,MX,2020-02-23 20:23:51,15.85,-97.07,87.8,79,20,10.29,few clouds,0.0,0.0
130,Marawi,PH,2020-02-23 20:23:51,8.0,124.29,73.99,86,42,5.01,scattered clouds,0.0,0.0
131,Tripoli,LY,2020-02-23 20:21:23,32.88,13.19,58.73,67,0,7.14,clear sky,0.0,0.0
132,Jibuti,DJ,2020-02-23 20:23:51,11.5,42.5,78.8,74,75,14.74,broken clouds,0.0,0.0
133,Boshnyakovo,RU,2020-02-23 20:23:52,49.63,142.17,12.22,85,0,11.16,clear sky,0.0,0.0
134,Hibbing,US,2020-02-23 20:23:52,47.43,-92.94,41.0,56,1,21.92,clear sky,0.0,0.0
135,Maniwaki,CA,2020-02-23 20:23:52,46.38,-75.97,33.19,96,100,6.31,overcast clouds,0.0,0.0
136,Stornoway,GB,2020-02-23 20:19:59,58.21,-6.39,36.0,80,15,5.82,few clouds,0.0,0.0
137,Parfenyevo,RU,2020-02-23 20:23:53,58.48,43.41,32.4,92,99,11.16,light snow,0.0,0.5
138,Bethel,US,2020-02-23 20:23:53,41.37,-73.41,55.99,20,1,13.87,clear sky,0.0,0.0
139,Carnarvon,AU,2020-02-23 20:23:53,-24.87,113.63,71.6,83,0,5.82,clear sky,0.0,0.0
140,Hovd,MN,2020-02-23 20:23:53,48.01,91.64,15.84,71,100,0.92,overcast clouds,0.0,0.0
141,Coquimbo,CL,2020-02-23 20:18:55,-29.95,-71.34,68.0,64,49,12.75,scattered clouds,0.0,0.0
142,Chokurdakh,RU,2020-02-23 20:23:54,70.63,147.92,-20.96,97,77,2.82,broken clouds,0.0,0.0
143,Sonoita,MX,2020-02-23 20:23:54,31.85,-112.83,63.0,51,0,12.48,clear sky,0.0,0.0
144,Seoul,KR,2020-02-23 20:22:00,37.57,126.98,33.8,86,1,1.12,clear sky,0.0,0.0
145,Shimanovsk,RU,2020-02-23 20:23:54,52.0,127.7,6.67,96,100,4.07,light snow,0.0,0.13
146,Black River,JM,2020-02-23 20:23:54,18.03,-77.85,82.4,69,20,18.34,few clouds,0.0,0.0
147,Menongue,AO,2020-02-23 20:23:55,-14.66,17.69,63.45,98,100,4.0,moderate rain,7.0,0.0
148,Havelock,US,2020-02-23 20:23:55,34.88,-76.9,64.4,23,40,10.29,scattered clouds,0.0,0.0
149,Sotouboua,TG,2020-02-23 20:23:55,8.57,0.98,82.11,20,27,3.53,scattered clouds,0.0,0.0
150,Leningradskiy,RU,2020-02-23 20:23:56,69.38,178.42,-14.89,72,100,5.88,overcast clouds,0.0,0.0
151,Kudat,MY,2020-02-23 20:23:56,6.88,116.85,80.6,78,75,6.93,broken clouds,0.0,0.0
152,Yarovoye,RU,2020-02-23 20:23:56,52.93,78.58,14.02,96,67,3.13,broken clouds,0.0,0.0
153,Biak,ID,2020-02-23 20:23:56,-0.91,122.88,81.99,75,59,8.19,broken clouds,0.0,0.0
154,Cayenne,GF,2020-02-23 20:23:56,4.93,-52.33,82.4,74,75,13.87,broken clouds,0.0,0.0
155,Necochea,AR,2020-02-23 20:23:57,-38.55,-58.74,87.01,20,0,10.0,clear sky,0.0,0.0
156,Sangar,RU,2020-02-23 20:23:57,63.92,127.47,-16.11,99,100,0.98,overcast clouds,0.0,0.0
157,Ponta Delgada,PT,2020-02-23 20:23:57,37.73,-25.67,59.0,87,20,5.82,few clouds,0.0,0.0
158,Nabire,ID,2020-02-23 20:19:08,-3.37,135.48,72.88,99,97,0.89,heavy intensity rain,12.13,0.0
159,Port Elizabeth,ZA,2020-02-23 20:23:57,-33.92,25.57,59.0,77,0,2.24,clear sky,0.0,0.0
160,Grindavik,IS,2020-02-23 20:23:58,63.84,-22.43,33.8,64,75,24.16,broken clouds,0.0,0.0
161,Oussouye,SN,2020-02-23 20:23:58,12.48,-16.55,80.6,74,88,6.93,light rain,0.5,0.0
162,Corinto,GR,2020-02-23 20:23:58,37.94,22.96,51.01,57,54,3.36,broken clouds,0.0,0.0
163,Ashland,US,2020-02-23 20:23:58,40.82,-82.27,51.01,34,90,17.22,overcast clouds,0.0,0.0
164,Agadez,NE,2020-02-23 20:23:59,19.75,10.25,66.67,17,1,18.81,clear sky,0.0,0.0
165,Buala,SB,2020-02-23 20:23:59,-8.14,159.59,81.45,81,10,3.96,light rain,1.44,0.0
166,Orikum,AL,2020-02-23 20:23:59,40.33,19.47,48.22,59,68,4.47,broken clouds,0.0,0.0
167,Abu Samrah,SY,2020-02-23 20:23:59,35.3,37.18,50.95,71,0,8.97,clear sky,0.0,0.0
168,Waipawa,NZ,2020-02-23 20:24:00,-41.41,175.52,64.99,77,28,4.7,scattered clouds,0.0,0.0
169,Vestmannaeyjar,IS,2020-02-23 20:24:00,63.44,-20.27,35.6,63,40,23.04,scattered clouds,0.0,0.0
170,Karratha,AU,2020-02-23 20:23:40,-20.74,116.85,81.48,74,11,16.73,few clouds,0.0,0.0
171,Whitehorse,CA,2020-02-23 20:24:00,60.72,-135.05,23.0,73,90,6.93,light snow,0.0,0.0
172,Torbay,CA,2020-02-23 20:23:46,47.67,-52.73,35.01,81,20,18.34,few clouds,0.0,0.0
173,Tongchuan,CN,2020-02-23 20:24:01,35.08,109.09,45.81,56,66,2.84,broken clouds,0.0,0.0
174,Kropotkin,RU,2020-02-23 20:24:01,45.44,40.58,40.89,74,100,18.05,overcast clouds,0.0,0.0
175,Kamaishi,JP,2020-02-23 20:24:01,39.27,141.88,32.02,58,0,3.4,clear sky,0.0,0.0
176,Zarand,IR,2020-02-23 20:24:02,30.81,56.56,46.08,42,0,4.85,clear sky,0.0,0.0
177,Vila Do Maio,CV,2020-02-23 20:24:02,15.13,-23.22,69.8,73,75,18.34,broken clouds,0.0,0.0
178,Khalkhal,IR,2020-02-23 20:24:02,37.62,48.53,30.92,92,67,2.37,broken clouds,0.0,0.0
179,Chicama,PE,2020-02-23 20:24:02,-7.84,-79.15,75.2,83,75,6.93,mist,0.0,0.0
180,Norman Wells,CA,2020-02-23 20:24:03,65.28,-126.83,5.0,77,40,9.17,scattered clouds,0.0,0.0
181,Saint-Augustin,CA,2020-02-23 20:24:03,51.23,-58.65,20.84,78,97,10.02,overcast clouds,0.0,0.0
182,Port Hardy,CA,2020-02-23 20:24:03,50.7,-127.42,42.8,87,75,12.75,broken clouds,0.0,0.0
183,Kahului,US,2020-02-23 20:24:03,20.89,-156.47,78.8,61,20,8.05,few clouds,0.0,0.0
184,Labuhan,ID,2020-02-23 20:24:04,-6.88,112.21,74.53,94,0,3.24,clear sky,0.0,0.0
185,Dubbo,AU,2020-02-23 20:24:04,-32.25,148.62,64.4,82,90,8.05,overcast clouds,0.0,0.0
186,Sobolevo,RU,2020-02-23 20:24:04,54.43,31.9,32.52,80,100,11.95,overcast clouds,0.0,0.0
187,Thompson,CA,2020-02-23 20:21:22,55.74,-97.86,17.6,67,90,5.82,overcast clouds,0.0,0.0
188,Meadow Lake,US,2020-02-23 20:24:04,34.8,-106.54,50.0,49,90,19.46,overcast clouds,0.0,0.0
189,Sorland,NO,2020-02-23 20:24:05,67.67,12.69,35.6,80,75,34.45,shower rain,0.0,0.0
190,Hambantota,LK,2020-02-23 20:24:05,6.12,81.12,79.41,82,100,23.4,overcast clouds,0.0,0.0
191,San Jeronimo,PE,2020-02-23 20:21:43,-11.95,-75.28,55.26,63,98,3.47,moderate rain,4.31,0.0
192,Bongaree,AU,2020-02-23 20:24:05,-27.08,153.16,72.0,94,75,9.17,shower rain,0.0,0.0
193,Rundu,NA,2020-02-23 20:24:06,-17.93,19.77,73.22,75,99,8.84,overcast clouds,0.0,0.0
194,Ixtapa,MX,2020-02-23 20:20:16,20.7,-105.2,81.0,78,75,9.17,broken clouds,0.0,0.0
195,Okhotsk,RU,2020-02-23 20:24:06,59.38,143.3,-14.96,77,16,7.9,few clouds,0.0,0.0
196,Huarmey,PE,2020-02-23 20:24:07,-10.07,-78.15,82.13,49,76,9.17,broken clouds,0.0,0.0
197,Teruel,ES,2020-02-23 20:24:07,40.67,-0.67,55.4,42,0,4.7,clear sky,0.0,0.0
198,Nemuro,JP,2020-02-23 20:24:07,43.32,145.57,27.66,77,35,19.71,scattered clouds,0.0,0.0
199,Gamba,GA,2020-02-23 20:24:07,-2.65,10.0,78.48,90,71,3.85,broken clouds,0.0,0.0
200,Kruisfontein,ZA,2020-02-23 20:24:07,-34.0,24.73,56.48,78,0,4.38,clear sky,0.0,0.0
201,Walvis Bay,NA,2020-02-23 20:24:08,-22.96,14.51,64.4,88,10,8.05,clear sky,0.0,0.0
202,Taoudenni,ML,2020-02-23 20:24:08,22.68,-3.98,78.84,9,65,18.07,broken clouds,0.0,0.0
203,Sola,VU,2020-02-23 20:24:08,-13.88,167.55,83.14,77,20,14.7,few clouds,0.0,0.0
204,Kodiak,US,2020-02-23 20:24:08,57.79,-152.41,23.0,35,1,20.8,clear sky,0.0,0.0
205,Neyshabur,IR,2020-02-23 20:24:08,36.21,58.8,47.7,61,14,3.13,few clouds,0.0,0.0
206,Aklavik,CA,2020-02-23 20:24:09,68.22,-135.01,-2.2,77,75,4.7,broken clouds,0.0,0.0
207,George Town,MY,2020-02-23 20:21:12,5.41,100.34,80.6,74,20,3.36,few clouds,0.0,0.0
208,Fukuma,JP,2020-02-23 20:24:09,33.77,130.47,42.8,60,0,6.93,clear sky,0.0,0.0
209,Rio Verde De Mato Grosso,BR,2020-02-23 20:24:09,-18.92,-54.84,75.07,94,84,4.09,moderate rain,6.13,0.0
210,Airai,TL,2020-02-23 20:24:10,-8.93,125.41,66.69,82,0,4.43,clear sky,0.0,0.0
211,Grootfontein,NA,2020-02-23 20:24:10,-19.57,18.12,66.25,90,100,17.38,light rain,2.0,0.0
212,Mahebourg,MU,2020-02-23 20:24:10,-20.41,57.7,77.0,88,40,3.36,scattered clouds,0.0,0.0
213,Magway,MM,2020-02-23 20:24:10,20.15,94.92,68.23,41,0,2.82,clear sky,0.0,0.0
214,Mohnesee,DE,2020-02-23 20:24:10,51.5,8.13,44.01,75,75,9.17,light rain,0.19,0.0
215,Jingdezhen,CN,2020-02-23 20:24:11,29.29,117.21,54.97,88,100,3.2,overcast clouds,0.0,0.0
216,Abbeville,FR,2020-02-23 20:24:11,50.1,1.83,51.01,81,90,2.24,overcast clouds,0.0,0.0
217,Bathsheba,BB,2020-02-23 20:24:11,13.22,-59.52,84.2,70,75,14.99,broken clouds,0.0,0.0
218,Ndola,ZM,2020-02-23 20:24:11,-12.96,28.64,66.6,93,99,4.56,light rain,0.81,0.0
219,Jining,CN,2020-02-23 20:24:12,35.41,116.58,48.29,80,100,7.9,overcast clouds,0.0,0.0
220,Lorengau,PG,2020-02-23 20:24:12,-2.02,147.27,83.32,71,72,5.12,broken clouds,0.0,0.0
221,Srednekolymsk,RU,2020-02-23 20:24:12,67.45,153.68,-24.97,98,78,1.59,broken clouds,0.0,0.0
222,Alexandria,EG,2020-02-23 20:24:12,31.22,29.96,53.6,81,40,8.05,scattered clouds,0.0,0.0
223,Dunda,TZ,2020-02-23 20:24:12,-8.12,34.25,68.07,95,100,0.25,light rain,2.31,0.0
224,Papar,MY,2020-02-23 20:24:13,5.73,115.93,77.0,83,20,5.82,few clouds,0.0,0.0
225,Stettler,CA,2020-02-23 20:20:47,52.32,-112.72,32.0,44,70,11.01,broken clouds,0.0,0.0
226,Tiznit,MA,2020-02-23 20:24:13,29.58,-9.5,66.0,15,54,11.56,broken clouds,0.0,0.0
227,Eureka,US,2020-02-23 20:24:13,40.8,-124.16,57.0,71,90,5.82,overcast clouds,0.0,0.0
228,Osakarovka,KZ,2020-02-23 20:24:13,50.56,72.57,5.34,96,0,3.09,clear sky,0.0,0.0
229,Meiningen,DE,2020-02-23 20:24:14,50.57,10.42,51.01,70,40,27.51,scattered clouds,0.0,0.0
230,Nizhniy Kuranakh,RU,2020-02-23 20:24:14,58.84,125.49,8.2,96,99,2.91,light snow,0.0,0.31
231,Longyearbyen,SJ,2020-02-23 20:24:15,78.22,15.64,-4.0,70,20,6.93,few clouds,0.0,0.0
232,Praia,CV,2020-02-23 20:24:15,14.92,-23.51,69.8,73,75,18.34,broken clouds,0.0,0.0
233,Sao Joao Da Barra,BR,2020-02-23 20:24:15,-21.64,-41.05,78.8,61,100,9.17,overcast clouds,0.0,0.0
234,Upernavik,GL,2020-02-23 20:24:15,72.79,-56.15,-17.82,81,0,7.31,clear sky,0.0,0.0
235,Salme,NP,2020-02-23 20:24:15,28.04,85.09,48.2,87,20,5.19,mist,0.0,0.0
